=== SHEET: background lists ===
COMPLETE	√	YES	X		1)	Yes	Phase	Description	Phase + Description		Description2	Phase + Description	Phase
			28	Special Foundations - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			29	Pre-Cast Concrete - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			30	Concrete  	Sahara Concrete	1278459.84	ERROR		501.3568	0.10143262881705159		851282.7471337357	427177.0928662644	0.33413415071862124		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	-20510	0	0	0	0	0	0	0	-10555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			31	Masonry  	Henderson Masonry	189449	ERROR		74.29372549019608	0.01503082810701477		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	4516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			32	Steel Joist & Metal Deck		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			33	Structural Steel & Ornamental Metals	Corona Steel	166281	ERROR		65.20823529411764	0.013192685780671964		120893	45388	0.27295962858053535		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			34	Ornamental & Fabricated Metals - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			35	Applied Fireproofing - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			36	Rough Carpentry		0	OK		0			2550	-2550	#DIV/0!		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
				ENCLOSURE		189299	ERROR		74.23490196078431	0.015018927150999947		283372.85	-94073.84999999998	-0.4969590436293904		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-16607	0	0	0
			37	Temporary Dry-In, Testing, & Mockups - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			38	Waterproofing - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			39	Weather Barrier Assembly - See Scope #049		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			40	Moisture Protection & Sealants	Western Sealants	15500	ERROR		6.078431372549019	0.0012297654548650504		2550	12950	0.8354838709677419		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			41	Acoustical Sealants - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			42	Firestopping - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			43	Expansion Control - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			44	Insulation	(SEE LINE #060)	0	OK		0			8877.85	-8877.85	#DIV/0!		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			45	Metal Roofing, Fascia & Soffit Panels	Foursquare Roof and Walls	142585	ERROR		55.9156862745098	0.011312652089156982		253545	-110960	-0.7782024757162395		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			46	Membrane Roofing - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			47	Other Roofing Systems - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			48	Masonry Veneer - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			49	Metal Panels	(SEE LINE #045)	0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			50	Fiber Cement Panels - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			51	Stucco / EIFS - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			52	Aluminum, Glass, & Glazing	(NONE FOUND)	0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			53	Skylights - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			54	Special Doors	Crawford Door Sales of NV	31214	ERROR		12.24078431372549	0.002476509606977915		18400	12814	0.41052092009995517		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-16607	0	0	0
				INTERIOR FINISHES		350616	ERROR		137.4964705882353	0.027817770627288033		300647.5	49968.5	0.14251631414424898		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	-3500	0	0	0	0	-16039	-4866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			55	Temporary Requirements for Phasing / Quality Control		0	OK		0			2550	-2550	#DIV/0!		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			56	Doors, Frames, & Hardware	All 5's Construction	43186	ERROR		16.935686274509806	0.003426364576374327		42000	1186	0.02746260362154402		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			57	Doors, Frames, & Hardware (Install) - See Scope #056		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			58	Interior Layout & Coordination		0	OK		0			2550	-2550	#DIV/0!		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			59	Casework & Finished Carpentry	(NOT APPLICABLE)	0	OK		0			5400	-5400	#DIV/0!		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			60	Framing, Drywall & Painting	Jetstream Construction	266211	ERROR		104.39647058823529	0.021121102677747094		234760	31451	0.1181431270683781		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	-16039	-4866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			61	Paint & High Performance Coatings - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			62	Acoustical Ceiling Treatments	(SEE LINE #060)	0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			63	Acoustical Wall Treatments - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			64	Tile		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			65	Carpet & Resilient Flooring - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			66	Fluid-Applied Flooring		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			67	Concrete Finishing	Ryerson Concrete	35993	ERROR		14.114901960784314	0.002855674065610178		10200	25793	0.7166115633595421		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	-3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			68	Wood Flooring - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			69	Terrazzo / Specialty Flooring - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			70	Progressive & Final Clean Requirements	Cleaning Services Inc.	5226	ERROR		2.0494117647058823	0.0004146293075564357		3187.5	2038.5	0.39006888633754305		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
				SPECIALTIES		100160.48666666668	ERROR		39.278622222222225	0.007946703641621818		55130	45030.48666666668	0.44958334534183914		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	-16353.333333333334	0	0	0	0	0	0	0	0	0	0	0
			71	Visual Display Boards	ADP Lemco	6695.82	ERROR		2.6258117647058823	0.000531244395354484		2280	4415.82	0.6594890543652607		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			72	Building Signage	YESCO	22450	ERROR		8.803921568627452	0.0017811764168851859		10850	11600	0.5167037861915368		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			73	Wall & Door Protection - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			74	Building & Fire Protection Accessories	Henri	38852	ERROR		15.23607843137255	0.0030825062872527056		32000	6852	0.17636157726757953		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			75	Fire Protection Specialties	(SEE LINE #074)	0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			76	Cabinets & Safes - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			77	Lockers	Jetstream Construction	20566	ERROR		8.065098039215686	0.0016317004093390083		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			78	Flagpoles	YESCO	11596.666666666666	ERROR		4.547712418300653	0.0009200761327904323		10000	1596.666666666666	0.13768324231100887		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	-16353.333333333334	0	0	0	0	0	0	0	0	0	0	0
			79	Other Specialties - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			80	Accordian Partition - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			81	Operable Wall - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			82	Window Blinds & Shades - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			83	Manufactured Specialties	(SEE LINE #071)	0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
				EQUIPMENT		536312.4	ERROR		210.31858823529413	0.04255086855069464		430935	105377.40000000002	0.19648510830627824		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			84	Loading Dock Equipment - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			85	Warming Kitchen Foodservice Equipment	RESCO	35950	ERROR		14.098039215686274	0.002852262458219262		15970	19980	0.5557719054242003		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			86	Residential Equipment & Appliances - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			87	Laboratory Equipment - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			88	Broadcast, Theater, & Stage Equipment - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			89	Scoreboard	YESCO	99483	ERROR		39.01294117647059	0.007892952048150955		12000	87483	0.8793763758632128		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			90	Medical Equipment - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			91	Waste / Recycling Equipment - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			92	Facility Maintenance Equipment - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			93	Security / Detention Equipment - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			94	Bleachers & Press Box (SUPPLY)	California Bleachers (Nata Construction)	400879.4	ERROR		157.20760784313725	0.03180565404432442		402965	-2085.5999999999767	-0.005202562167075626		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			95	Conveying Equipment - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			96	Temporary Use of Equipment During Construction - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
				MEP SYSTEMS		1771202	ERROR		694.5890196078432	0.14052664730244432		1282469	488733	0.27593295400524614		0	2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	-48702	-15000	0	0	0	0	-71516	0	0	0	0	0	0	0	0	0	-72577	0	0	0	0	0
			97	Fire Suppression System - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			98	Plumbing Systems	US Mechanical	428546	ERROR		168.0572549019608	0.03400071397552244		513068	-84522	-0.19722970229566955		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	-15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-31013	0	0	0	0	0
			99	Temporary Building Conditioning - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			100	HVAC Systems	US Mechanical	265565	ERROR		104.14313725490196	0.021069849227176588		199500	66065	0.24877148720652195		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			101	Building Controls - With Scope #100		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			102	Test & Balance - With Scope #100	(SEE LINE #100)	0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			103	Electrical & Low Voltage Systems	Quantum Electric	1074541	ERROR		421.3886274509804	0.0852537678474933		567351	507190	0.47200618682767803		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	-48702	0	0	0	0	0	-71516	0	0	0	0	0	0	0	0	0	-41564	0	0	0	0	0
			104	Temporary Power & Lighting	CORE	2550	OK		1	0.00020231625225199215		2550	0			0	2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			105	Specialty Low Voltage Systems - With Scope #103		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			106	Electronic Safety & Security Systems - With Scope #103		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			107	Sports Field Lighting	(SEE LINE #103)	0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			108	Distributed Antenna System - N/A		0	OK		0			0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
				UNIQUE FEATURES OF WORK		27019.32	ERROR		10.595811764705882	0.0021437049258028616		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-27019.32	0	0	0	0
			109	Prefabricated Ticket Booth	Porta-King Building Systems	27019.32			10.595811764705882	0.0021437049258028616		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-27019.32	0	0	0	0
			110	Swimming Pool Construction - N/A		0			0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			111	Controlled Environment Rooms - N/A		0			0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			112	Athletic & Recreational Court Walls - N/A		0			0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			113	Geothermal Well System - N/A		0			0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			114			0			0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			115			0			0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			Subtotal			9877015.546666667	ERROR		3873.3394300653595	0.7836395171906908		8418787.737243928	1458227.8094227389	0.1476385050254241		0	2550	60000	60000	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-40000	-20510	-3500	-48702	-28030	-37900	0	-16039	-350	-224921	-14000	-36000	5779	-16354	0	-15000	-10500	0	-16750	-839148	-27020	-16607	-70912	0	0			0.7836395171906908
							OK
				CONTINGENCIES & ALLOWANCES		SUB TOTAL																																																															0.040867941353097424				0.08446835336545516
			0	Design & Estimating Contingency	9877015.546666667	0	OK		0			885217.539655491	-885217.539655491	#DIV/0!		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
			0.025	Contractor Construction Contingency	12604029.44210277	315100.73605256923	ERROR		123.56891609904676	0.025		305489.4969268599	9611.23912570934	0.030502115755470238		0	81.35118074256977	1914.1454292369358	1914.1454292369358	638.048476412312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1125.2965960518766	-576.9958296255998	-98.46345215453918	-1370.1048705229623	-788.5515896833525	-1066.218524759153	0	-451.21580260190126	-9.846345215453917	-6327.570892014603	-393.85380861815673	-1012.7669364466888	162.57722571459487	-460.07751329580964	0	-421.9862235194537	-295.39035646361765	0	-471.2179495967234	-23607.2596995935	-760.1378506330425	-467.19501426583787	-1994.925805480767	0	0
